provider,product,contentUnit,createdAt,updatedAt,isDeleted,deletedAt,brand,contentQuantity,status,description,in_stock,external_id,country_id
5dfbfa3dcbff9c3eee316292,5f0a1a57ac69fc0e370c1d8d,5df8f4def290f74d58745b54,2020-07-11T20:00:23.087Z,2023-03-01T18:37:29.697Z,false,,key,4,published,,,,
5dfd6b834af27574322bc21a,5dfa4d4b42c14205ef129bc9,5df8f4def290f74d58745b62,2020-07-11T20:22:37.047Z,2023-06-27T23:08:26.839Z,false,,palma de oro,1,published,"DE 40 CM, CALIBRE GRUESO",,,
5dfd6b834af27574322bc21a,5dfa4d4b42c14205ef129bc2,5df8f4def290f74d58745b61,2020-07-11T20:22:37.079Z,2023-05-05T22:47:04.334Z,false,,scotch brite,12,published,"FIBRA ESPONJA 2 EN 1 P-94, CAJA CON 12 PIEZAS",,,
5dfd6b834af27574322bc21a,5f0a1f8dac69fc0e370c1d9b,5df8f4def290f74d58745b62,2020-07-11T20:22:37.144Z,2023-06-19T16:57:44.788Z,false,,palma de oro,1,published,,,,
5dfd6b834af27574322bc21a,5f0a1f8dac69fc0e370c1d9d,5df8f4def290f74d58745b62,2020-07-11T20:22:37.174Z,2020-12-23T22:11:26.779Z,false,,perico,1,published,PIEZA DE 120 CM BICOLOR,,,
5dfbfa3dcbff9c3eee316292,5f0a2a62ac69fc0e370c1da0,5df8f4def290f74d58745b54,2020-07-11T21:08:50.065Z,2023-03-01T19:00:16.416Z,false,,key,4,published,,,,
5dfbfa3dcbff9c3eee316292,62b0f22b5bc5e2001eba1a60,5df8f4def290f74d58745b60,2020-07-11T21:08:50.097Z,2023-08-03T17:52:48.472Z,false,,tork,6,published,"Toalla para manos, precortada. ",,,
5dfbfa3dcbff9c3eee316292,5dfa4d4b42c14205ef129bc6,5df8f4def290f74d58745b54,2020-07-11T21:08:50.129Z,2023-03-01T18:46:29.537Z,false,,key,4,published,Envase de 4 L,,,
5dfbfa3dcbff9c3eee316292,5dfa4d4b42c14205ef129be5,5df8f4def290f74d58745b54,2020-07-11T21:08:50.160Z,2023-03-01T18:56:13.728Z,false,,key,4,published,SANITIZANTE UTENSILIOS Y SUPERFICES,,,
5dfbfa3dcbff9c3eee316292,5f0a2a62ac69fc0e370c1daf,5df8f4def290f74d58745b54,2020-07-11T21:08:50.220Z,2023-07-19T05:06:28.141Z,false,,key,4,published,DESINCRUSTANTE PARA AREAS DE PRODUCCION,,,
5dfbfa3dcbff9c3eee316292,5f0a2a62ac69fc0e370c1db2,5df8f4def290f74d58745b62,2020-07-11T21:08:50.257Z,2023-08-01T22:25:26.433Z,false,,,3,published,BOMBA PARA GALON,,,
5dfbfa3dcbff9c3eee316292,626a1adebbe4c2001f99337a,5eb63868d0787acc6d742e75,2020-07-11T21:08:50.288Z,2023-08-03T18:54:33.308Z,false,,key,1,published,Servicio Mensual,,,
5dfbfa3dcbff9c3eee316292,5dfa4d4b42c14205ef129beb,5df8f4def290f74d58745b54,2020-07-11T22:02:34.357Z,2023-03-01T18:52:02.977Z,false,,key,4,published,Envase de 4 L,,,
60e521f70c1a67001edb47f1,5f0f48493caee934a4a19628,5df8f4def290f74d58745b50,2020-07-15T18:17:45.106Z,2020-07-16T00:35:55.043Z,false,,,1,published,,,,
60e521f70c1a67001edb47f1,5f0f48493caee934a4a1962b,5df8f4def290f74d58745b50,2020-07-15T18:17:45.145Z,2020-07-16T00:35:55.039Z,false,,,1,published,,,,
611cb13befbd6f0020d95fd0,5ef51195bd50af51a12101e1,5df8f4def290f74d58745b50,2020-07-15T18:46:44.072Z,2020-09-25T22:54:28.672Z,false,,picard,0.5,published,Barra de 500 gramos de cobertura blanca,,,
611cb13befbd6f0020d95fd0,5fb576d634041d72b649a014,5df8f4def290f74d58745b4e,2020-07-15T18:46:44.135Z,2020-11-18T19:33:01.237Z,false,,picard,500,published,barra de 500 gramos de cobertura de chocolate con leche,,,
60f076797d5c2a001e64ad17,5e33ad81e6ffcf372dad512b,5df8f4def290f74d58745b50,2020-07-15T18:59:23.950Z,2020-09-25T22:37:55.168Z,false,,callebaut,2.5,published,33.6% cacao,,,
60f076797d5c2a001e64ad17,5dfa4d4842c14205ef129a8d,5df8f4def290f74d58745b50,2020-07-15T18:59:23.982Z,2020-10-22T23:16:57.902Z,false,,extrabrut,1,published,PIEZA DE 1 KG,,,
60f076797d5c2a001e64ad17,5f0f520c3caee934a4a19645,5df8f4def290f74d58745b4e,2020-07-15T18:59:24.059Z,2020-09-29T06:34:59.704Z,false,,badia,226.8,published,PIEZA DE 226.8 GR,,,
60e60dcbaf430c001dbf7290,5dfa4d4842c14205ef129a58,5ef3a50bbbed805d774d7f48,2020-07-15T21:37:46.260Z,2022-01-12T23:18:03.509Z,false,,,1,published,KILOGRAMO NETO,,,
60e60dcbaf430c001dbf7290,5dfa4d4842c14205ef129a93,5ef3a50bbbed805d774d7f48,2020-07-15T21:37:46.293Z,2023-09-04T22:42:43.396Z,false,,,1,published,,,,
5dfa59e042c14205ef12a08d,64dbf94ac647e6001f1c8f04,5df8f4def290f74d58745b50,2020-07-15T21:39:13.483Z,2023-08-21T15:46:20.075Z,false,,rancho,1,published,"crema de rancho ",,,
5dfa59e042c14205ef12a08d,5dfa4d4f42c14205ef129de7,5df8f4def290f74d58745b4e,2020-07-15T21:39:13.514Z,2023-08-28T20:22:42.344Z,false,,,200,published,PIEZA DE 200 GR,,,
5dfa59e042c14205ef12a08d,5dfa4d4d42c14205ef129cdd,5df8f4def290f74d58745b50,2020-07-15T21:39:13.548Z,2023-08-07T18:00:20.977Z,false,,,1,published,,,,
5dfa59e042c14205ef12a08d,5dfa4d4f42c14205ef129ddc,5df8f4def290f74d58745b50,2020-07-15T21:39:13.580Z,2023-06-20T20:55:03.813Z,false,,,1,published,,,,
5dfd6b834af27574322bc21a,5dfa4d4f42c14205ef129df2,5df8f4def290f74d58745b4e,2020-07-15T22:10:08.099Z,2020-11-25T01:40:34.519Z,false,,belgioioso,453,published,BOTE CON 453 GR,,,
5dfd6b834af27574322bc21a,5dfa4d4f42c14205ef129e05,5df8f4def290f74d58745b4e,2020-07-15T22:10:08.132Z,2023-04-13T04:34:06.028Z,false,,philadelphia,190,published,PIEZA DE 190 GR,,,
5e0e753425f58f21dd52bc85,5dfa4d4f42c14205ef129df1,5df8f4def290f74d58745b50,2020-07-15T22:14:46.952Z,2022-07-14T05:17:21.485Z,false,,,1,published,,,,
5dfd6b834af27574322bc21a,5dfa4d4a42c14205ef129b48,5df8f4def290f74d58745b50,2020-07-15T22:37:14.386Z,2023-05-08T04:17:15.758Z,false,,veracruz,1,published,BOLSA DE KG,,,
5dfd6b834af27574322bc21a,5dfa4d4942c14205ef129b2c,5df8f4def290f74d58745b50,2020-07-15T22:37:14.416Z,2023-07-22T01:12:32.963Z,false,,carlota,1.05,published,FRASCO DE 1.05 KG,,,
5dfd6b834af27574322bc21a,5dfa4d4842c14205ef129a4d,5df8f4def290f74d58745b50,2020-07-15T22:37:14.446Z,2023-08-04T19:21:17.325Z,false,,,1,published,KILOGRAMO NETO,,,
5dfd6b834af27574322bc21a,5dfa4d4842c14205ef129a6e,5df8f4def290f74d58745b50,2020-07-15T22:37:14.513Z,2023-06-19T16:35:19.189Z,false,,nutrigueña,1,published,BOLSA DE KG,,,
5dfd6b834af27574322bc21a,5dfa4d4842c14205ef129a76,5df8f4def290f74d58745b50,2020-07-15T22:37:14.554Z,2023-05-06T19:24:00.515Z,false,,la costeña,3,published,CONTENIDO BOLSA DE 3 KG,,,
5dfd6b834af27574322bc21a,5dfa4d4a42c14205ef129b36,5df8f4def290f74d58745b4e,2020-07-15T22:37:14.589Z,2022-12-01T22:14:19.958Z,false,,la molinera,480,published,"DURAZNO EN MITAD CONTENIDO NETO 820 GR, MASA DRENADA DE 480 GR",,,
5dfd6b834af27574322bc21a,5e33ad82e6ffcf372dad514b,5df8f4def290f74d58745b50,2020-07-15T22:37:14.619Z,2023-08-09T17:20:23.461Z,false,,astra,1.79,published,"CONTENIDO NETO 3 KG, MASA DRENADA 1.79 KG",,,
5dfa606542c14205ef12a090,5dfa4d5342c14205ef129ff0,5df8f4def290f74d58745b55,2020-07-15T22:43:45.151Z,2022-02-16T22:10:23.531Z,false,,,750,published,,,,
5dfa606542c14205ef12a090,5e7d170de3e93b3f0058ca94,5df8f4def290f74d58745b55,2020-07-15T22:43:45.190Z,2022-03-26T06:48:59.959Z,false,,,750,published,,,,
5dfa606542c14205ef12a090,5f0f86a13caee934a4a196e3,5df8f4def290f74d58745b55,2020-07-15T22:43:45.233Z,2022-02-17T18:38:07.291Z,false,,,750,published,,,,
5dfa606542c14205ef12a090,5f0f86a13caee934a4a196e6,5df8f4def290f74d58745b55,2020-07-15T22:43:45.266Z,2022-02-17T18:34:39.603Z,false,,,750,published,,,,
5dfa606542c14205ef12a090,5f0f86a13caee934a4a196e9,5df8f4def290f74d58745b55,2020-07-15T22:43:45.302Z,2022-02-17T18:24:51.087Z,false,,,750,published,,,,
5dfa606542c14205ef12a090,5f0f86a13caee934a4a196ec,5df8f4def290f74d58745b55,2020-07-15T22:43:45.335Z,2022-02-15T18:55:38.985Z,false,,,750,published,,,,
5dfa606542c14205ef12a090,5dfa4d4f42c14205ef129e1a,5df8f4def290f74d58745b5c,2020-07-15T22:43:45.393Z,2023-08-25T19:00:06.248Z,false,,,25,published,,,,
5dfa606542c14205ef12a090,5dfa4d4f42c14205ef129e28,5df8f4def290f74d58745b55,2020-07-15T22:43:45.422Z,2023-09-04T23:12:33.693Z,false,,,700,published,,,,
5dfa606542c14205ef12a090,5dfa4d5042c14205ef129e41,5df8f4def290f74d58745b5c,2020-07-15T22:43:45.457Z,2021-07-15T05:53:43.417Z,false,,,25,published,,,,
5dfa606542c14205ef12a090,5dfa4d5142c14205ef129eff,5df8f4def290f74d58745b55,2020-07-15T22:43:45.488Z,2023-09-04T23:08:45.042Z,false,,,750,published,,,,
5dfa606542c14205ef12a090,5dfa4d5042c14205ef129e59,5df8f4def290f74d58745b55,2020-07-15T22:43:45.517Z,2022-02-24T02:57:32.180Z,false,,,750,published,,,,
5dfa59e042c14205ef12a08d,5dfa4d4f42c14205ef129e09,5df8f4def290f74d58745b50,2020-07-15T23:20:18.448Z,2023-03-01T17:08:34.064Z,false,,,1,published,,,,
5dfa59e042c14205ef12a08d,5dfa4d4f42c14205ef129e0d,5df8f4def290f74d58745b50,2020-07-15T23:20:18.514Z,2023-06-21T19:52:23.685Z,false,,flex,1,published,BARRA DE KG,,,
5dfd6b834af27574322bc21a,5dfa4d4842c14205ef129aa5,5df8f4def290f74d58745b54,2020-07-15T23:20:51.652Z,2023-06-19T16:37:00.631Z,false,,,1,published,,,,
5dfd6b834af27574322bc21a,5dfa4d4842c14205ef129a59,5df8f4def290f74d58745b50,2020-07-15T23:41:31.886Z,2023-08-03T22:54:51.778Z,false,,faro,1.6,published,"CONTENIDO NETO 2.8 KG, MASA DRENADA DE 1.6 KG",,,
5dfd6b834af27574322bc21a,63ff76b7c2e730001e101b84,5df8f4def290f74d58745b54,2020-07-15T23:41:31.949Z,2023-09-01T22:47:15.303Z,false,,valentina,1,in-review,CONTENIDO PIEZA DE 1 LT,,,
5dfd6b834af27574322bc21a,5e728dd10d32cc5f10cd36b9,5df8f4def290f74d58745b50,2020-07-15T23:41:31.981Z,2021-07-20T22:25:36.615Z,false,,nutrigueña,1,published,BOLSA DE KG,,,
5ee5a2180f761c28faf76c87,5f0f95e63caee934a4a19771,5ef3a50bbbed805d774d7f48,2020-07-15T23:48:54.443Z,2020-07-15T23:52:11.311Z,false,,,1,published,,,,
60e5261e0c1a67001edb526c,5f0f9c353caee934a4a1977b,5df8f4def290f74d58745b50,2020-07-16T00:15:49.039Z,2022-11-24T16:20:59.801Z,false,,high choice,1,published,,,,
60e5261e0c1a67001edb526c,5f0f9c353caee934a4a1977e,5df8f4def290f74d58745b50,2020-07-16T00:15:49.078Z,2023-07-28T20:19:03.842Z,false,,,1,published,,,,
60e521f70c1a67001edb47f1,5f0f9eca3caee934a4a19785,5df8f4def290f74d58745b50,2020-07-16T00:26:50.390Z,2022-04-27T00:48:20.132Z,false,,,1,published,,,,
60e521f70c1a67001edb47f1,5f0f9c353caee934a4a1977e,5df8f4def290f74d58745b50,2020-07-16T00:27:47.112Z,2022-06-14T20:44:29.882Z,false,,,1,published,,,,
60e521f70c1a67001edb47f1,5dfa4d4d42c14205ef129ce6,5df8f4def290f74d58745b50,2020-07-16T00:28:43.928Z,2021-11-24T14:59:36.295Z,false,,,1,published,,,,
60e521f70c1a67001edb47f1,5ed7ff289f93734271e91c4a,5df8f4def290f74d58745b50,2020-07-16T00:28:43.963Z,2022-06-14T20:43:21.736Z,false,,,1,published,,,,
60e521f70c1a67001edb47f1,5dfa4d4b42c14205ef129c0e,5df8f4def290f74d58745b50,2020-07-16T00:29:21.109Z,2021-09-02T00:31:47.349Z,false,,,1,published,,,,
60e521f70c1a67001edb47f1,5f0f9f613caee934a4a19797,5df8f4def290f74d58745b50,2020-07-16T00:29:21.149Z,2020-07-16T00:39:45.330Z,false,,,1,published,,,,
60e521f70c1a67001edb47f1,5f0f9f613caee934a4a1979a,5df8f4def290f74d58745b50,2020-07-16T00:29:21.181Z,2020-07-16T00:40:50.667Z,false,,,1,published,,,,
60e521f70c1a67001edb47f1,5dfa4d4c42c14205ef129c3b,5df8f4def290f74d58745b50,2020-07-16T00:36:41.679Z,2020-08-13T02:29:49.353Z,false,,,1,published,,,,
60e521f70c1a67001edb47f1,5e7b7d24f156343ef1d89b7d,5df8f4def290f74d58745b50,2020-07-16T00:36:41.732Z,2023-08-23T23:29:13.234Z,false,,,1,published,,,,
60e5261e0c1a67001edb526c,5e72a7970d32cc5f10cd36db,5df8f4def290f74d58745b50,2020-07-16T00:48:10.444Z,2023-04-10T14:12:07.854Z,false,,choice,1,published,,,,
60e5261e0c1a67001edb526c,5dfa4d4c42c14205ef129c3b,5df8f4def290f74d58745b50,2020-07-16T00:48:10.474Z,2023-04-07T14:07:50.996Z,false,,high choice,1,published,,,,
5f0fa44b3caee934a4a19809,5dfa4d5242c14205ef129f75,5df8f4def290f74d58745b50,2020-07-16T00:50:19.541Z,2020-08-13T02:22:34.602Z,false,,,1,published,,,,
60ee6826a7934b001ef57ed6,5e5ebd68b09fde4155977f21,5df8f4def290f74d58745b50,2020-07-16T00:55:39.964Z,2020-08-13T02:50:22.900Z,false,,,1,published,,,,
5dfd6b834af27574322bc21a,5f0fccf13caee934a4a19814,5df8f4def290f74d58745b50,2020-07-16T03:43:45.649Z,2023-09-05T17:56:23.852Z,false,,,1,published,,,,
6179c6045b45c1001f6e008b,5f0fccf13caee934a4a19817,5df8f4def290f74d58745b50,2020-07-16T03:43:45.678Z,2022-12-21T23:35:15.224Z,false,,,1,published,,,,
5dfd6b834af27574322bc21a,5f0fccf13caee934a4a1981a,5df8f4def290f74d58745b50,2020-07-16T03:43:45.706Z,2023-08-29T21:58:57.756Z,false,,,1,published,,,,
5dfd6b834af27574322bc21a,5dfa4d4e42c14205ef129d44,5df8f4def290f74d58745b50,2020-07-16T03:43:45.743Z,2023-08-29T19:25:22.390Z,false,,,1,published,,,,
5dfd6b834af27574322bc21a,5e6aca9777e17a73677d99ea,5df8f4def290f74d58745b50,2020-07-20T21:28:08.677Z,2020-09-29T19:57:00.463Z,false,,kirkland,1.36,published,"QUESO AMERICANO REBANADO, 72 REBANADAS",,,
5f17604ff38f567f86fd652d,5f17640ff38f567f86fd6530,5df8f4def290f74d58745b50,2020-07-21T21:54:24.076Z,2020-10-01T15:49:39.192Z,false,,,2,published,Domo 2 KG,,,
5f19dbfd01900e6fdc5b6c0a,5dfa4d4e42c14205ef129d45,5df8f4def290f74d58745b50,2020-07-23T18:50:37.275Z,2020-10-01T17:46:57.928Z,false,,,2,published,Pieza de 2 kg,,,
5f19dbfd01900e6fdc5b6c0a,5dfa4d4e42c14205ef129d84,5df8f4def290f74d58745b4e,2020-07-23T18:50:37.306Z,2022-11-27T19:16:14.549Z,false,,,500,published,,,,
5f19dbfd01900e6fdc5b6c0a,5dfa4d4e42c14205ef129d46,5df8f4def290f74d58745b4e,2020-07-23T18:50:37.346Z,2022-11-27T18:57:43.273Z,false,,,100,published,Manojo 100 GR,,,
5f19dbfd01900e6fdc5b6c0a,5e33ad86e6ffcf372dad5242,5df8f4def290f74d58745b4e,2020-07-23T18:50:37.391Z,2022-01-05T15:29:18.929Z,false,,,100,published,,,,
5f19dbfd01900e6fdc5b6c0a,5e33ad85e6ffcf372dad5238,5df8f4def290f74d58745b50,2020-07-23T18:50:37.421Z,2020-10-16T19:10:32.312Z,false,,,1,published,,,,
5f19dbfd01900e6fdc5b6c0a,5dfa4d4e42c14205ef129d91,5df8f4def290f74d58745b50,2020-07-23T18:50:37.458Z,2021-09-23T07:32:02.945Z,false,,,1,published,,,,
5f19dbfd01900e6fdc5b6c0a,5dfa4d4e42c14205ef129d48,5df8f4def290f74d58745b50,2020-07-23T18:50:37.488Z,2023-08-29T19:39:54.255Z,false,,,1,published,,,,
5f19dbfd01900e6fdc5b6c0a,5dfa4d4e42c14205ef129d3a,5df8f4def290f74d58745b4e,2020-07-23T18:50:37.522Z,2020-10-16T18:39:59.706Z,false,,,170,published,,,,
5f19dbfd01900e6fdc5b6c0a,5dfa4d4d42c14205ef129d0b,5df8f4def290f74d58745b4e,2020-07-23T18:50:37.563Z,2020-10-01T18:35:27.690Z,false,,,170,published,Domo de 170 GR,,,
5f19dbfd01900e6fdc5b6c0a,5dfa4d4d42c14205ef129d17,5df8f4def290f74d58745b4e,2020-07-23T18:50:37.601Z,2023-04-11T04:43:30.607Z,false,,,400,published,,,,
5f19dbfd01900e6fdc5b6c0a,5dfa4d4e42c14205ef129d6f,5df8f4def290f74d58745b4e,2020-07-23T18:50:37.629Z,2022-12-22T03:38:30.851Z,false,,,400,published,,,,
5f19dbfd01900e6fdc5b6c0a,5e59489ddd849131f3ec1968,5df8f4def290f74d58745b4e,2020-07-23T18:50:37.659Z,2022-04-08T04:11:59.716Z,false,,,400,published,,,,
5f19dbfd01900e6fdc5b6c0a,5dfa4d4e42c14205ef129d94,5df8f4def290f74d58745b50,2020-07-23T18:50:37.691Z,2023-04-02T00:43:03.201Z,false,,,1,published,,,,
5f19dbfd01900e6fdc5b6c0a,5dfa4d4d42c14205ef129cf9,5df8f4def290f74d58745b6c,2020-07-23T18:50:37.726Z,2023-08-10T17:28:49.641Z,false,,,1,published,,,,
5f19dbfd01900e6fdc5b6c0a,5f19dbfd01900e6fdc5b6c36,5df8f4def290f74d58745b50,2020-07-23T18:50:37.756Z,2023-04-02T00:27:02.531Z,false,,,1,published,,,,
5f19dbfd01900e6fdc5b6c0a,5dfa4d4d42c14205ef129d24,5df8f4def290f74d58745b50,2020-07-23T18:50:37.815Z,2020-10-01T17:55:08.785Z,false,,,2,published,Pieza de 2 KG,,,
5f19dbfd01900e6fdc5b6c0a,5dfa4d4d42c14205ef129d28,5df8f4def290f74d58745b50,2020-07-23T18:50:37.848Z,2023-03-09T21:38:34.592Z,false,,,1,published,,,,
5f19dbfd01900e6fdc5b6c0a,5dfa4d4d42c14205ef129d18,5df8f4def290f74d58745b4e,2020-07-23T18:50:37.876Z,2022-11-27T19:04:20.667Z,false,,,300,published,,,,
60e508fe0c1a67001edb0887,5dfa4d5242c14205ef129f89,5df8f4def290f74d58745b50,2020-07-23T19:43:50.231Z,2022-11-25T19:09:45.664Z,false,,,1,published,,,,
60e508fe0c1a67001edb0887,5f19e87601900e6fdc5b6c4b,5df8f4def290f74d58745b50,2020-07-23T19:43:50.291Z,2022-04-29T16:45:42.592Z,false,,,1,published,,,,
60e508fe0c1a67001edb0887,5dfa4d5242c14205ef129f76,5df8f4def290f74d58745b50,2020-07-23T19:46:56.994Z,2023-09-03T16:48:15.252Z,false,,,1,published,,,,
60e508fe0c1a67001edb0887,5f19e93101900e6fdc5b6c61,5df8f4def290f74d58745b50,2020-07-23T19:46:57.059Z,2020-11-03T00:05:17.253Z,false,,,1,published,,,,
60e508fe0c1a67001edb0887,5dfa4d5242c14205ef129f77,5df8f4def290f74d58745b50,2020-07-23T19:46:57.133Z,2021-06-08T16:43:20.215Z,false,,,1,published,,,,
60e508fe0c1a67001edb0887,5dfa4d5242c14205ef129f70,5df8f4def290f74d58745b50,2020-07-23T19:46:57.165Z,2023-03-21T16:07:28.666Z,false,,,1,published,,,,
60e54dc20c1a67001edb6e0e,5dfa4d4f42c14205ef129df7,5df8f4def290f74d58745b50,2020-07-23T21:16:11.361Z,2022-02-21T23:50:45.774Z,false,,vesuvio,1,published,,,,
60e54dc20c1a67001edb6e0e,5dfa4d4f42c14205ef129df2,5df8f4def290f74d58745b50,2020-07-23T21:16:11.390Z,2020-11-03T05:27:34.423Z,false,,,1,published,,,,
60e54dc20c1a67001edb6e0e,5dfa4d4f42c14205ef129e00,5df8f4def290f74d58745b50,2020-07-23T21:16:11.417Z,2022-07-13T15:44:30.511Z,false,,vesuvio,1,published,,,,
60e52a9c0c1a67001edb5855,5dfa4d5342c14205ef12a03a,5df8f4def290f74d58745b55,2020-07-24T20:14:12.774Z,2022-03-16T17:59:31.824Z,false,,,750,published,,,,
5e0e753325f58f21dd52bc40,5dfa4d4942c14205ef129ad1,5df8f4def290f74d58745b50,2020-07-24T20:17:35.574Z,2022-04-27T20:34:06.533Z,false,,wp batter mix,18,published,,,,
5e0e753325f58f21dd52bc40,5dfa4d4842c14205ef129a7d,5df8f4def290f74d58745b54,2020-07-24T20:17:35.614Z,2022-06-02T18:53:55.417Z,false,,kikkoman,18.9,published,CUBETA 18.9 LT,,,
5e0e753325f58f21dd52bc40,5dfa4d4842c14205ef129a51,5df8f4def290f74d58745b50,2020-07-24T20:17:35.661Z,2023-03-27T19:36:15.510Z,false,,,22.68,published,,,,
5e0e753325f58f21dd52bc40,5dfa4d4b42c14205ef129bb3,5df8f4def290f74d58745b50,2020-07-24T20:17:35.708Z,2022-04-27T20:34:06.542Z,false,,,1.25,published,,,,
5e0e753325f58f21dd52bc40,5dfa4d4842c14205ef129a7a,5df8f4def290f74d58745b50,2020-07-24T20:17:35.747Z,2022-05-23T16:51:18.987Z,false,,,2.2,published,,,,
5e0e753325f58f21dd52bc40,5dfa4d4842c14205ef129a9f,5df8f4def290f74d58745b54,2020-07-24T20:17:35.789Z,2021-05-02T03:16:28.767Z,false,,ozeki honkaku ryori,19,published,,,,
5e0e753325f58f21dd52bc40,5dfa4d4a42c14205ef129b5c,5df8f4def290f74d58745b62,2020-07-24T20:17:35.836Z,2021-12-29T06:56:37.098Z,false,,,48,published,,,,
5e0e753325f58f21dd52bc40,5dfa4d4842c14205ef129a8b,5df8f4def290f74d58745b54,2020-07-24T20:17:35.873Z,2022-08-22T18:31:44.698Z,false,,kikk manjo,19,published,Vino de arroz para cocinar,,,
5e0e753325f58f21dd52bc40,5dfa4d4b42c14205ef129bbc,5df8f4def290f74d58745b50,2020-07-24T20:17:35.906Z,2022-05-23T16:51:39.612Z,false,,niitakaya kizami,2,published,,,,
5e0e753325f58f21dd52bc40,5f1b41df26f47a38666583d5,5df8f4def290f74d58745b62,2020-07-24T20:17:35.940Z,2022-06-02T19:27:02.916Z,false,,,1,published,,,,
5e0e753325f58f21dd52bc40,5dfa4d4a42c14205ef129b87,5df8f4def290f74d58745b50,2020-07-24T20:17:35.987Z,2022-03-24T06:54:16.118Z,false,,kikkoman,2.4,published,,,,
5e0e753325f58f21dd52bc40,5e4b183bc6e62e753d601105,5df8f4def290f74d58745b50,2020-07-24T20:17:36.052Z,2023-03-23T18:14:32.518Z,false,,shimaya,1,published,,,,
5e0e753325f58f21dd52bc40,5dfa4d5242c14205ef129f99,5df8f4def290f74d58745b50,2020-07-24T20:17:36.093Z,2022-01-27T01:52:45.204Z,false,,,1,published,,,,
5e0e753325f58f21dd52bc40,5dfa4d4842c14205ef129a8c,5df8f4def290f74d58745b50,2020-07-24T20:17:36.123Z,2022-04-27T20:34:06.545Z,false,,,20,published,,,,
5e0e753325f58f21dd52bc40,5dfa4d4842c14205ef129a5e,5df8f4def290f74d58745b50,2020-07-24T20:17:36.153Z,2022-04-20T16:50:01.653Z,false,,dynasty,3.408,published,CAJA CON 12 PIEZAS DE 284 GR,,,
5e0e753325f58f21dd52bc40,5f1b41e026f47a38666583ea,5df8f4def290f74d58745b54,2020-07-24T20:17:36.182Z,2022-04-27T20:28:57.368Z,false,,calpico,12,published,,,,
5e0e753325f58f21dd52bc40,5dfa4d4842c14205ef129aa6,5df8f4def290f74d58745b4e,2020-07-24T20:17:36.210Z,2022-06-13T05:42:10.379Z,false,,,300,published,,,,
5e0e753325f58f21dd52bc40,5dfa4d4b42c14205ef129bb4,5df8f4def290f74d58745b4e,2020-07-24T20:17:36.240Z,2022-03-03T21:39:30.459Z,false,,kakukyu  hachou,300,published,,,,
5e0e753325f58f21dd52bc40,5dfa4d4d42c14205ef129d05,5df8f4def290f74d58745b50,2020-07-24T20:17:36.281Z,2022-04-20T16:50:01.632Z,false,,wp prem,10,published,,,,
5e0e753325f58f21dd52bc40,5e176c3e3baff15af1123699,5df8f4def290f74d58745b62,2020-07-24T20:17:36.316Z,2022-04-20T16:50:01.633Z,false,,"yamafuku ",100,published,,,,
5e0e753325f58f21dd52bc40,5dfa4d4842c14205ef129a9d,5df8f4def290f74d58745b50,2020-07-24T20:17:36.350Z,2022-04-27T20:33:26.175Z,false,,,1,published,,,,
5e0e753325f58f21dd52bc40,5dfa4d4842c14205ef129aab,5df8f4def290f74d58745b4e,2020-07-24T20:17:36.378Z,2023-03-23T18:30:16.523Z,false,,house tofu,396,published,,,,
5e0e753325f58f21dd52bc40,5dfa4d4842c14205ef129aac,5df8f4def290f74d58745b50,2020-07-24T20:17:36.407Z,2022-04-18T16:21:56.765Z,false,,top taste crispy fried onions,6,published,,,,
5e0e753325f58f21dd52bc40,5dfa4d4b42c14205ef129bbe,5df8f4def290f74d58745b50,2020-07-24T20:17:36.436Z,2022-01-24T18:56:40.973Z,false,,,1,published,NIBOSHI TOKUTOKUJIRUSHI,,,
5e0e753325f58f21dd52bc40,5dfa4d4842c14205ef129a88,5df8f4def290f74d58745b50,2020-07-24T20:17:36.495Z,2022-04-27T20:34:06.695Z,false,,,1,published,,,,
5e0e753325f58f21dd52bc40,5f1b41e026f47a386665840c,5df8f4def290f74d58745b50,2020-07-24T20:17:36.526Z,2022-05-19T19:18:48.642Z,false,,daikyo,1,published,,,,
5e0e753325f58f21dd52bc40,5dfa4d4b42c14205ef129bb2,5df8f4def290f74d58745b54,2020-07-24T20:17:36.554Z,2022-04-18T16:23:17.199Z,false,,ikari,1.8,published,CONTENIDO BOTE DE 1.8 ML,,,
5e0e753325f58f21dd52bc40,5dfa4d4942c14205ef129b16,5df8f4def290f74d58745b50,2020-07-24T20:17:36.589Z,2022-05-30T17:38:01.674Z,false,,,1,published,,,,
5e0e753325f58f21dd52bc40,5dfa4d4a42c14205ef129b81,5df8f4def290f74d58745b50,2020-07-24T20:17:36.619Z,2022-04-20T16:52:15.891Z,false,,fukushima,1,published,,,,
5e0e753325f58f21dd52bc40,5dfa4d4a42c14205ef129b5b,5df8f4def290f74d58745b4e,2020-07-24T20:17:36.648Z,2021-09-20T18:27:05.548Z,false,,,25,published,,,,
5e0e753325f58f21dd52bc40,5dfa4d4842c14205ef129a63,5df8f4def290f74d58745b62,2020-07-24T20:17:36.675Z,2023-02-02T21:55:42.063Z,false,,kikkoman,200,published,,,,
5e0e753325f58f21dd52bc40,5dfa4d4842c14205ef129a7f,5df8f4def290f74d58745b4e,2020-07-24T20:17:36.704Z,2022-04-20T16:43:00.740Z,false,,,100,published,,,,
